File;albensis;apis;baretiae;baumannii;baylyi;beijerinckii;bereziniae;bohemicus;boissieri;bouvetii;brisouii;calcoaceticus;celticus;chengduensis;chinensis;colistiniresistens;courvalinii;cumulans;defluvii;dispersus;equi;gandensis;gerneri;gs06;gs16;guerrae;guillouiae;gyllenbergii;haemolyticus;halotolerans;harbinensis;idrijaensis;indicus;johnsonii;junii;kanungonis;kookii;kyonggiensis;lactucae;lanii;larvae;lwoffii;marinus;modestus;nectaris;nosocomialis;oleivorans;parvus;piscicola;pittii;pollinis;populi;portensis;pragensis;proteolyticus;pseudolwoffii;pullicarnis;puyangensis;qingfengensis;radioresistens;rathckeae;rongchengensis;rudis;schindleri;seifertii;seohaensis;shaoyimingii;sichuanensis;soli;stercoris;tandoii;terrae;terrestris;tianfuensis;tjernbergiae;towneri;ursingii;variabilis;venetianus;vivianii;wanghuae;wuhouensis;echte Spezies;predicted;x;max score;comment
GCF_002182605;0;0;0;0.4;0.01;0.01;0.01;0.01;0;0;0.01;0.06;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0;0.07;0.01;0;0.01;0;0.01;0;0.13;0.07;0.01;0.01;0.09;0;0;0;0;0.01;0;0.01;0;0;0.01;0;0.01;0;0.01;0.1;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0;0.01;baumannii;baumannii;WAHR;0.4;
GCF_002182615;0;0;0;0.49;0.01;0.01;0.01;0.01;0;0;0.01;0.04;0;0.01;0;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0.01;0.01;0.01;0;0.06;0;0;0.01;0;0.01;0;0.14;0.09;0.01;0.01;0.09;0;0;0;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.13;0.01;0;0.01;0.01;0;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.49;
GCF_002182625;0.01;0;0;0.42;0.01;0.01;0.01;0.01;0;0.01;0.01;0.07;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.14;0.06;0.01;0.01;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.42;
GCF_002182645;0.01;0;0;0.51;0.01;0.01;0.01;0.01;0;0;0.01;0.04;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.12;0.07;0.01;0.01;0.09;0;0;0.01;0;0.01;0;0.01;0;0;0.01;0;0.01;0;0.01;0.1;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.51;
GCF_002182685;0;0;0;0.33;0.01;0.01;0.01;0;0;0;0;0.04;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0;0;0.01;0;0.01;0;0.13;0.07;0.02;0.01;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.1;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.02;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.33;
GCF_002182695;0.01;0;0;0.4;0.01;0.01;0.01;0.01;0;0;0;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.08;0;0;0.01;0;0.01;0;0.15;0.06;0.01;0.01;0.09;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0;0.01;baumannii;baumannii;WAHR;0.4;
GCF_002182705;0.01;0;0;0.35;0.01;0.01;0.01;0.01;0;0;0.01;0.04;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.09;0.01;0;0.01;0;0.01;0;0.13;0.07;0.01;0.01;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.35;
GCF_002182725;0.01;0;0;0.36;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0.01;0;0.01;0;0.01;0;0.13;0.07;0.01;0.01;0.09;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0;0.01;baumannii;baumannii;WAHR;0.36;
GCF_002182765;0;0;0;0.52;0.01;0.01;0.01;0;0;0;0.01;0.04;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0;0;0.01;0;0.01;0;0.09;0.07;0.01;0;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.1;0.01;0;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.52;
GCF_002182785;0.01;0;0;0.38;0.01;0.01;0.01;0.01;0;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.08;0.01;0;0.01;0;0.01;0;0.15;0.05;0.02;0.01;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0;0.01;baumannii;baumannii;WAHR;0.38;
GCF_002182795;0.01;0;0;0.34;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.09;0.01;0;0.01;0;0.01;0;0.15;0.07;0.01;0.01;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.1;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.34;
GCF_002182805;0.01;0;0;0.35;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.09;0.01;0;0.01;0;0.01;0;0.15;0.07;0.01;0.01;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.1;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0;0.01;baumannii;baumannii;WAHR;0.35;
GCF_002182845;0.01;0;0;0.36;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.09;0.01;0;0.01;0;0.01;0;0.15;0.06;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.36;
GCF_002182865;0.01;0;0;0.46;0.01;0.01;0.01;0.01;0;0.01;0.01;0.04;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0.01;0;0.01;0;0.01;0;0.12;0.07;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.1;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.46;
GCF_002182875;0.01;0;0;0.5;0.01;0.01;0.01;0;0;0;0.01;0.03;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0.01;0;0.01;0;0.01;0;0.12;0.09;0.01;0.01;0.08;0;0;0.01;0;0.01;0;0.01;0;0;0.01;0;0.01;0;0.01;0.12;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.5;
GCF_002182895;0;0;0;0.46;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0;0.01;0;0.01;0;0.1;0.08;0.01;0.01;0.08;0;0;0;0.01;0.01;0;0.01;0;0;0.01;0;0.01;0;0.01;0.11;0.01;0;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.46;
GCF_002182925;0.01;0;0;0.45;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0.01;0;0.01;0;0.01;0;0.14;0.06;0.01;0.01;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0;0.01;baumannii;baumannii;WAHR;0.45;
GCF_002182945;0;0;0;0.36;0.01;0.01;0.01;0.01;0;0.01;0;0.05;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.13;0.06;0.01;0.01;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.36;
GCF_002182955;0;0;0;0.41;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0;0.07;0.01;0;0.01;0;0.01;0;0.12;0.08;0.01;0.01;0.09;0;0;0;0;0.01;0;0.01;0;0;0.01;0;0.01;0;0.01;0.11;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.41;
GCF_002182965;0;0;0;0.51;0.01;0.01;0.01;0.01;0;0;0.01;0.04;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0;0;0.01;0;0.01;0;0.1;0.07;0.01;0.01;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.11;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.51;
GCF_002183005;0.01;0;0;0.41;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0.01;0;0.01;0;0.01;0;0.08;0.07;0.01;0;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.41;
GCF_002183025;0;0;0;0.56;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0;0.01;0.01;0.01;0.05;0.01;0;0.01;0;0.01;0;0.11;0.08;0.01;0.01;0.08;0;0;0.01;0;0.01;0;0.01;0;0;0.01;0;0.01;0.01;0.01;0.11;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.56;
GCF_002183035;0.01;0;0;0.42;0.01;0.01;0.02;0;0;0;0;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.09;0;0;0.01;0;0.01;0;0.12;0.06;0.02;0.01;0.1;0;0.01;0.01;0;0.01;0.01;0.02;0;0;0.01;0;0.01;0;0.01;0.09;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0;0.01;baumannii;baumannii;WAHR;0.42;
GCF_002183045;0;0;0;0.36;0.01;0.01;0.01;0.01;0;0;0;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0;0.08;0.05;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.36;
GCF_002183085;0.01;0;0;0.48;0.01;0.01;0.01;0.01;0;0;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.13;0.09;0.01;0.01;0.08;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.12;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.48;
GCF_000335615;0.01;0;0;0.22;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.02;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.11;0.05;0.02;0.01;0.08;0;0.01;0.01;0.01;0.01;0.02;0.02;0;0;0.01;0;0.01;0.01;0.02;0.08;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.03;0.02;0.01;0.01;0.01;0.01;baumannii;sp.;FALSCH;0.22;
GCF_002183115;0.01;0;0;0.5;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0;0;0.01;0;0.01;0;0.11;0.08;0.01;0.01;0.09;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.1;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.5;
GCF_000369145;0.01;0.01;0;0.01;0.01;0.01;0.01;0.02;0;0.02;0.01;0.01;0.01;0.02;0.01;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.02;0.01;0.01;0.01;0.02;0.18;0.04;0.02;0.02;0.01;0.02;0.02;0.01;0.01;0.01;0.22;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0;0;0.02;0.02;0.02;0.03;0.01;0.01;0;0.02;0.01;0.01;0.01;0.06;0.02;0.01;0.01;0.01;0.02;0.01;0.02;0.02;0.01;0.01;0.02;0.02;0.02;0.05;0.02;0.01;0;0.01;lwoffii;sp.;FALSCH;0.22;
GCF_002183165;0.01;0;0;0.57;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0;0.01;0;0.01;0;0.13;0.07;0.01;0.01;0.1;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.1;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.57;
GCF_002183185;0;0;0;0.5;0.01;0.01;0.01;0;0;0;0.01;0.04;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0;0.01;0;0.01;0;0.1;0.06;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.1;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.5;
GCF_002183195;0.01;0;0;0.45;0.01;0.01;0.01;0.01;0;0;0.01;0.03;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.1;0.07;0.01;0.01;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.11;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;baumannii;baumannii;WAHR;0.45;
GCF_002183215;0;0;0;0.47;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.01;0.05;0.01;0;0.01;0;0.01;0;0.12;0.07;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.11;0.01;0;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.47;
GCF_002183245;0.01;0;0;0.47;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.01;0.05;0;0;0.01;0;0.01;0;0.12;0.08;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.12;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.47;
GCF_002183265;0.01;0;0;0.46;0.01;0.01;0.01;0;0;0.01;0.01;0.04;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0;0.01;0.01;0;0.01;0;0.1;0.07;0.01;0.01;0.09;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.09;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.46;
GCF_002183275;0.01;0;0;0.5;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0;0.01;0.01;0;0.07;0;0;0.01;0;0.01;0;0.15;0.1;0.01;0.01;0.1;0;0;0;0.01;0.01;0;0.01;0;0;0.01;0;0.01;0.01;0.01;0.14;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.5;
GCF_002183285;0.01;0;0;0.48;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0;0;0.01;0;0.01;0;0.11;0.07;0.01;0.01;0.09;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.1;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.48;
GCF_002183325;0.01;0;0;0.46;0.01;0.01;0.01;0.01;0;0.01;0.01;0.04;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.14;0.1;0.01;0.01;0.11;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.14;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0;0.01;baumannii;baumannii;WAHR;0.46;
GCF_002183345;0;0;0;0.48;0.01;0.01;0.01;0;0;0;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0;0;0.01;0;0.01;0;0.14;0.06;0.01;0.01;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.08;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.48;
GCF_002183355;0.01;0;0;0.49;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0;0.04;0;0;0.01;0;0.01;0;0.09;0.07;0.01;0.01;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.1;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.49;
GCF_002183365;0;0;0;0.46;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0;0.01;0;0.01;0;0.13;0.09;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.13;0.01;0;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.46;
GCF_002183405;0.01;0;0;0.45;0.01;0.01;0.02;0.01;0;0;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.08;0.01;0;0.02;0;0.01;0;0.15;0.07;0.02;0.01;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.11;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.45;
GCF_002183425;0.01;0;0;0.36;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0.01;0;0.01;0;0.01;0;0.14;0.08;0.01;0;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.12;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.36;
